Quận/Huyện,Tên đường/Làng xã,Đoạn: Từ - Đến,VT1,VT2,VT3,VT4,VT5,Loại,Trang
Huyện Củ Chi,ĐƯỜNG TRUNG VIẾT,QUỐC LỘ 22 - ĐƯỜNG SỐ 609,260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,CÂY TRẮC,TỈNH LỘ 15 - TỈNH LỘ 15,330.000,165.000,132.000,106.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ NGỌT,NGUYỄN THỊ NÊ - ĐƯỜNG NGUYỄN VĂN KHẠ,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ ĐÓ,TỈNH LỘ 15 - ĐƯỜNG NGUYỄN THỊ NÊ,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 436,ĐƯỜNG NGUYỄN VĂN KHẠ - ĐƯỜNG NGUYỄN VĂN KHẠ,260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ CHẮC,TỈNH LỘ 15 - ĐƯỜNG HUỲNH THỊ BẲNG,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,LÝ THỊ CHỪNG,TỈNH LỘ 15 - CUỐI ĐƯỜNG (HẾT TUYẾN) (GIÁP XÃ PHẠM VĂN CỘI),260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ CHÂU,TỈNH LỘ 15 - TỈNH LỘ 15,260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 813,TỈNH LỘ 15 - KÊNH TRÊN (HẾT TUYẾN),230.000,115.000,92.000,74.000,-,Đất ở,107
Huyện Củ Chi,VÕ THỊ MẸO,TỈNH LỘ 15 - KÊNH TRÊN (HẾT TUYẾN),230.000,115.000,92.000,74.000,-,Đất ở,107
Huyện Củ Chi,VÕ THỊ BÀNG,TỈNH LỘ 15 - Đ TRUNG LẬP,330.000,165.000,132.000,106.000,-,Đất ở,107
Huyện Củ Chi,ĐCÁNH ĐỒNG DƯỢC,TỈNH LỘ 15 - CUỐI ĐƯỜNG (HẾT TUYẾN),260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG BÀU GIÃ,TỈNH LỘ 2 - ĐƯỜNG NGUYỄN THỊ LẮNG,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 01,ĐƯỜNG SỐ 28 - ĐƯỜNG SỐ 414,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 28,TỈNH LỘ 2 - RANH XÃ TÂN THÔNG HỘI,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 405,ĐƯỜNG SỐ 406 - ĐƯỜNG BÀU GIÃ,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 406,TỈNH LỘ 2 - CUỐI ĐƯỜNG (HẾT TUYẾN),390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 407,ĐƯỜNG SỐ 405 - ĐƯỜNG NGUYỄN THỊ LẮNG,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 409,TỈNH LỘ 2 - ĐƯỜNG SUỐI LỘI,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,LÊ THỊ NGÀ,TỈNH LỘ 2 - ĐƯỜNG TRẦN VĂN CHẨM,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 414,TỈNH LỘ 2 - RANH XÃ TÂN THÔNG HỘI,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,MAI THỊ BUỘI,TỈNH LỘ 8 - ĐƯỜNG SỐ 417,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 417,TỈNH LỘ 8 - ĐƯỜNG CÂY BÀI,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 418,TỈNH LỘ 8 - KÊNH N31A-17,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 419,TỈNH LỘ 8 - RANH ĐỒNG DÙ,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 420,TỈNH LỘ 8 - KÊNH T31A-17,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 422,TỈNH LỘ 8 - ĐƯỜNG CÂY BÀI,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 426,TỈNH LỘ 8 - KÊNH NỘI ĐỒNG ẤP 1 XÃ PHƯỚC VĨNH AN,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,LÊ THỊ CHÍNH,ĐƯỜNG SUỐI LỘI - ĐƯỜNG NGUYỄN THỊ LẮNG,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 430,ĐƯỜNG NGUYỄN THỊ LẮNG - CUỐI ĐƯỜNG (HẾT TUYẾN),390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ NỈ,TỈNH LỘ 8 (TÂN TRUNG) - CUỐI ĐƯỜNG (HẾT TUYẾN),590.000,295.000,236.000,189.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG NGUYỄN VĂN HOÀI,QUỐC LỘ 22 - RANH KHU CÔNG NGHIỆP TÂY BẮC,900.000,450.000,360.000,288.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 355,QUỐC LỘ 22 - KÊNH N46,400.000,200.000,160.000,128.000,-,Đất ở,107
Huyện Củ Chi,TRẦN THỊ BÀU,QUỐC LỘ 22 - ĐƯỜNG LÊ MINH NHỰT,400.000,200.000,160.000,128.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 364,TỈNH LỘ 8 - ĐƯỜNG LÊ MINH NHỰT,350.000,175.000,140.000,112.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 365,TỈNH LỘ 8 - ĐƯỜNG SỐ 363,400.000,200.000,160.000,128.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ RÕ,TỈNH LỘ 8 - CUỐI ĐƯỜNG (HẾT TUYẾN),400.000,200.000,160.000,128.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 369,KÊNH N46 - RANH XÃ PHƯỚC HIỆP,400.000,200.000,160.000,128.000,-,Đất ở,107
Huyện Củ Chi,LÊ THỊ DỆT,QUỐC LỘ 22 - ĐƯỜNG SỐ 377,800.000,400.000,320.000,256.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 374,QUỐC LỘ 22 - ĐƯỜNG SỐ 377,800.000,400.000,320.000,256.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ HẸ,TỈNH LỘ 7 - CUỐI ĐƯỜNG (HẾT TUYẾN),260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,TRẦN THỊ NỊ,TỈNH LỘ 2 - CUỐI ĐƯỜNG (HẾT TUYẾN),260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 710,TỈNH LỘ 2 - ĐƯỜNG KÊNH ĐÔNG,260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 711,TỈNH LỘ 2 - CUỐI ĐƯỜNG (HẾT TUYẾN),300.000,150.000,120.000,96.000,-,Đất ở,107
Huyện Củ Chi,PHẠM THỊ ĐIỆP,ĐƯỜNG TRUNG LẬP - ĐƯỜNG VÕ VĂN ĐIỀU,260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,TRUNG HƯNG,ĐƯỜNG TRUNG LẬP - KÊNH CHÍNH ĐÔNG,340.000,170.000,136.000,109.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 720,ĐƯỜNG TRUNG LẬP - ĐƯỜNG SỐ 726,290.000,145.000,116.000,93.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 733,KÊNH N25 - CUỐI ĐƯỜNG (HẾT TUYẾN),260.000,130.000,104.000,83.000,-,Đất ở,107
Huyện Củ Chi,ĐẶNG CHIÊM,NGUYỄN VĂN KHẠ - GIÁP HẢI,990.000,495.000,396.000,317.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG 12B,ĐỖ ĐÌNH NHÂN - ĐƯỜNG SỐ 12A,660.000,330.000,264.000,211.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG KHU PHỐ 4,VŨ DUY CHÍ - NGUYỄN VĂN NI,660.000,330.000,264.000,211.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 20,NGUYỄN VĂN NI - HUỲNH VĂN CỌ,880.000,440.000,352.000,282.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG SỐ 8A,NGUYỄN THỊ TRIỆU - ĐƯỜNG NHỰA KHU PHỐ 2,660.000,330.000,264.000,211.000,-,Đất ở,107
Huyện Củ Chi,LÊ CẨN,NGUYỄN THỊ TRIỆU - ĐƯỜNG NHỰA KHU PHỐ 2,880.000,440.000,352.000,282.000,-,Đất ở,107
Huyện Củ Chi,NGUYỄN THỊ SẢNG,TRỌN ĐƯỜNG -,1.190.000,595.000,476.000,381.000,-,Đất ở,107
Huyện Củ Chi,ĐƯỜNG 183,NGÃ BA BÌNH MỸ - BẾN ĐÒ (GIÁP TỈNH BÌNH DƯƠNG),1.200.000,600.000,480.000,384.000,-,Đất ở,107
Huyện Củ Chi,VÕ THỊ TRÁI,KÊNH NỘI ĐỒNG ẤP 1 XÃ PHƯỚC VĨNH AN - ĐƯỜNG NGUYỄN THỊ LẮNG,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,VÕ THỊ LỢI,ĐƯỜNG NGUYỄN THỊ LẮNG - ĐƯỜNG SỐ 430,390.000,195.000,156.000,125.000,-,Đất ở,107
Huyện Củ Chi,TRẦN THỊ HẢI,ĐƯỜNG LÊ MINH NHỰT - ĐƯỜNG LÊ MINH NHỰT,350.000,175.000,140.000,112.000,-,Đất ở,107
Huyện Củ Chi,TRẦN THỊ NỊ,TỈNH LỘ 2 - CUỐI ĐƯỜNG (HẾT TUYẾN),208.000,104.000,83.000,67.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 710,TỈNH LỘ 2 - ĐƯỜNG KÊNH ĐÔNG,208.000,104.000,83.000,67.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 711,TỈNH LỘ 2 - CUỐI ĐƯỜNG (HẾT TUYẾN),240.000,120.000,96.000,77.000,-,Đất TM-DV,110
Huyện Củ Chi,PHẠM THỊ ĐIỆP,ĐƯỜNG TRUNG LẬP - ĐƯỜNG VÕ VĂN ĐIỀU,208.000,104.000,83.000,67.000,-,Đất TM-DV,110
Huyện Củ Chi,TRUNG HƯNG,ĐƯỜNG TRUNG LẬP - KÊNH CHÍNH ĐÔNG,272.000,136.000,109.000,87.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 720,ĐƯỜNG TRUNG LẬP - ĐƯỜNG SỐ 726,232.000,116.000,93.000,74.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 733,KÊNH N25 - CUỐI ĐƯỜNG (HẾT TUYẾN),208.000,104.000,83.000,67.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐẶNG CHIÊM,NGUYỄN VĂN KHẠ - GIÁP HẢI,792.000,396.000,317.000,253.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG 12B,ĐỖ ĐÌNH NHÂN - ĐƯỜNG SỐ 12A,528.000,264.000,211.000,169.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG KHU PHỐ 4,VŨ DUY CHÍ - NGUYỄN VĂN NI,528.000,264.000,211.000,169.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 20,NGUYỄN VĂN NI - HUỲNH VĂN CỌ,704.000,352.000,282.000,225.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG SỐ 8A,NGUYỄN THỊ TRIỆU - ĐƯỜNG NHỰA KHU PHỐ 2,528.000,264.000,211.000,169.000,-,Đất TM-DV,110
Huyện Củ Chi,LÊ CẨN,NGUYỄN THỊ TRIỆU - ĐƯỜNG NHỰA KHU PHỐ 2,704.000,352.000,282.000,225.000,-,Đất TM-DV,110
Huyện Củ Chi,NGUYỄN THỊ SẢNG,TRỌN ĐƯỜNG -,952.000,476.000,381.000,305.000,-,Đất TM-DV,110
Huyện Củ Chi,ĐƯỜNG 183,NGÃ BA BÌNH MỸ - BẾN ĐÒ (GIÁP TỈNH BÌNH DƯƠNG),960.000,480.000,384.000,307.000,-,Đất TM-DV,110
Huyện Củ Chi,VÕ THỊ TRÁI,KÊNH NỘI ĐỒNG ẤP 1 XÃ PHƯỚC VĨNH AN - ĐƯỜNG NGUYỄN THỊ LẮNG,312.000,156.000,125.000,100.000,-,Đất TM-DV,110
Huyện Củ Chi,VÕ THỊ LỢI,ĐƯỜNG NGUYỄN THỊ LẮNG - ĐƯỜNG SỐ 430,312.000,156.000,125.000,100.000,-,Đất TM-DV,110
Huyện Củ Chi,TRẦN THỊ HẢI,ĐƯỜNG LÊ MINH NHỰT - ĐƯỜNG LÊ MINH NHỰT,280.000,140.000,112.000,90.000,-,Đất TM-DV,110
Huyện Củ Chi,CAO THỊ BÈO,QUỐC LỘ 22 - PHẠM THỊ THÀNG,208.000,104.000,83.000,67.000,-,Đất TM-DV,110
Huyện Củ Chi,PHẠM THỊ THÀNG,ĐƯỜNG CÂY TRÔM-MỸ KHÁNH - ĐƯỜNG CÂY TRÔM -MỸ KHÁNH,264.000,132.000,106.000,84.000,-,Đất TM-DV,110
Huyện Củ Chi,PHẠM THỊ THUNG,QUỐC LỘ 22 - ĐƯỜNG CÂY TRÔM -MỸ KHÁNH,264.000,132.000,106.000,84.000,-,Đất TM-DV,110
Huyện Củ Chi,AN NHƠN TÂY,TRỌN ĐƯỜNG -,186.000,93.000,74.000,60.000,-,Đất SX-KD,110
Huyện Củ Chi,BÀ THIÊN,TRỌN ĐƯỜNG -,192.000,96.000,77.000,61.000,-,Đất SX-KD,110
Huyện Củ Chi,BÀU LÁCH,TRỌN ĐƯỜNG -,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,BÀU TRĂM,TRỌN ĐƯỜNG -,276.000,138.000,110.000,88.000,-,Đất SX-KD,110
Huyện Củ Chi,BÀU TRE,TRỌN ĐƯỜNG -,438.000,219.000,175.000,140.000,-,Đất SX-KD,110
Huyện Củ Chi,BẾN CỎ,TỈNH LỘ 15 - SÔNG SÀI GÒN,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,BẾN ĐÌNH,TRỌN ĐƯỜNG -,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,BẾN SÚC,TRỌN ĐƯỜNG -,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,BÌNH MỸ,TỈNH LỘ 9 - VÕ VĂN BÍCH,552.000,276.000,221.000,177.000,-,Đất SX-KD,110
Huyện Củ Chi,BỐN PHÚ (TRUNG AN) - HUỲNH THỊ BẰNG (PHÚ HÒA ĐÔNG),TRỌN ĐƯỜNG -,192.000,96.000,77.000,61.000,-,Đất SX-KD,110
Huyện Củ Chi,BÙI THỊ ĐIỆT,TRỌN ĐƯỜNG -,192.000,96.000,77.000,61.000,-,Đất SX-KD,110
Huyện Củ Chi,BÙI THỊ HE,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,CÁ LĂNG,TRỌN ĐƯỜNG -,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,CAN TRƯỜNG,TRỌN ĐƯỜNG -,636.000,318.000,254.000,204.000,-,Đất SX-KD,110
Huyện Củ Chi,CÂY BÀI,TỈNH LỘ 8 - CẦU PHƯỚC VĨNH AN,300.000,150.000,120.000,96.000,-,Đất SX-KD,110
Huyện Củ Chi,CÂY BÀI,CẦU PHƯỚC VĨNH AN - ĐƯỜNG NGUYỄN VĂN KHẠ,198.000,99.000,79.000,63.000,-,Đất SX-KD,110
Huyện Củ Chi,CÂY GỎ,TRỌN ĐƯỜNG -,174.000,87.000,70.000,56.000,-,Đất SX-KD,110
Huyện Củ Chi,CÂY TRÔM-MỸ KHÁNH,QUỐC LỘ 22 - TỈNH LỘ 7,198.000,99.000,79.000,63.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐÀO VĂN THỬ,TRỌN ĐƯỜNG -,378.000,189.000,151.000,121.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐINH CHƯƠNG DƯƠNG,TRỌN ĐƯỜNG -,636.000,318.000,254.000,204.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐÌNH KIẾN (ĐINH KIẾP),TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐỖ ĐĂNG TUYỂN,TỈNH LỘ 7 - NGÃ BA PHÚ THUẬN (PHÚ MỸ HƯNG),198.000,99.000,79.000,63.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐỖ ĐÌNH NHÂN,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐỖ NGỌC DU,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐỖ QUANG CƠ,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ TIỆP,TRỌN ĐƯỜNG -,1.266.000,633.000,506.000,405.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐƯỜNG 35. 40,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐƯỜNG 41,TRỌN ĐƯỜNG -,498.000,249.000,199.000,159.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐƯỜNG 42,TRỌN ĐƯỜNG -,498.000,249.000,199.000,159.000,-,Đất SX-KD,110
Huyện Củ Chi,BẾN THAN (ĐƯỜNG LÀNG SỐ 4),NHÀ MÁY NƯỚC TÂN HIỆP - TỈNH LỘ 15,594.000,297.000,238.000,190.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐƯỜNG RANH KHU CÔNG NGHIỆP,TỈNH LỘ 15 - ĐƯỜNG TRUNG AN,318.000,159.000,127.000,102.000,-,Đất SX-KD,110
Huyện Củ Chi,GIÁP HẢI,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,GIÁP HẢI (NỐI DÀI),CẦU KÊNH KHU CÔNG NGHIỆP TÂY BẮC CỦ CHI - TỈNH LỘ 2,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,HÀ VĂN LAO,TRỌN ĐƯỜNG -,300.000,150.000,120.000,96.000,-,Đất SX-KD,110
Huyện Củ Chi,HỒ VĂN TẮNG,QUỐC LỘ 22 - TỈNH LỘ 15,552.000,276.000,221.000,177.000,-,Đất SX-KD,110
Huyện Củ Chi,HOÀNG BÁ HUÂN,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,HƯƠNG LỘ 10,TỈNH LỘ 7 - KÊNH T38,276.000,138.000,110.000,88.000,-,Đất SX-KD,110
Huyện Củ Chi,HUỲNH MINH MƯƠNG,TỈNH LỘ 15 - TỈNH LỘ 8,594.000,297.000,238.000,190.000,-,Đất SX-KD,110
Huyện Củ Chi,HUỲNH THỊ BẲNG,TỈNH LỘ 15 - CẦU ÔNG CHƯƠNG,474.000,237.000,190.000,152.000,-,Đất SX-KD,110
Huyện Củ Chi,HUỲNH VĂN CỌ,TRỌN ĐƯỜNG -,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,LÁNG THE,TỈNH LỘ 8 - TỈNH LỘ 15,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,LÊ MINH NHỰT,TRỌN ĐƯỜNG -,396.000,198.000,158.000,127.000,-,Đất SX-KD,110
Huyện Củ Chi,LÊ THỊ SIÊNG,TỈNH LỘ 15 - TỈNH LỘ 8,300.000,150.000,120.000,96.000,-,Đất SX-KD,110
Huyện Củ Chi,LÊ THỌ XUÂN,TRỌN ĐƯỜNG -,594.000,297.000,238.000,190.000,-,Đất SX-KD,110
Huyện Củ Chi,LÊ VĨNH HUY,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,LIÊN ẤP HỘI THẠNH - ẤP CHỢ - ẤP AN BÌNH,TỈNH LỘ 8 - ẤP AN BÌNH,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ LẮNG (LIÊN XÃ BÀU HƯNG LỢI),QUỐC LỘ 22 - TỈNH LỘ 8,552.000,276.000,221.000,177.000,-,Đất SX-KD,110
Huyện Củ Chi,ĐƯỜNG PHẠM VĂN CỘI,NGUYỄN VĂN KHẠ (NỐI DÀI) - BÀ THIÊN,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,LIÊN XÃ TRUNG LẬP - SA NHỎ,TỈNH LỘ 7 - TỈNH LỘ 6,198.000,99.000,79.000,63.000,-,Đất SX-KD,110
Huyện Củ Chi,LIÊU BÌNH HƯƠNG,QUỐC LỘ 22 - TỈNH LỘ 8,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,LƯU KHẢI HỒNG,TRỌN ĐƯỜNG -,672.000,336.000,269.000,215.000,-,Đất SX-KD,110
Huyện Củ Chi,NGÔ TRI HÒA,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN ĐẠI NĂNG,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN ĐÌNH HUÂN,TRỌN ĐƯỜNG -,672.000,336.000,269.000,215.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN GIAO,TRỌN ĐƯỜNG -,852.000,426.000,341.000,273.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN KIM CƯƠNG,TỈNH LỘ 15 - TỈNH LỘ 8,396.000,198.000,158.000,127.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ NÊ,NGÃ TƯ BẾN MƯƠNG - TỈNH LỘ 15,318.000,159.000,127.000,102.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ RÀNH,QUỐC LỘ 22 - TỈNH LỘ 2,552.000,276.000,221.000,177.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ RÀNH,TỈNH LỘ 2 - UBND XÃ NHUẬN ĐỨC,318.000,159.000,127.000,102.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ RÀNH,UBND XÃ NHUẬN ĐỨC - TỈNH LỘ 15,234.000,117.000,94.000,75.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN PHONG SẮC,TRỌN ĐƯỜNG -,594.000,297.000,238.000,190.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN PHÚC TRÚ,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ LẮM,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ RƯ,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN THỊ TRIỆU,TRỌN ĐƯỜNG -,990.000,495.000,396.000,317.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN KHẠ,BƯU ĐIỆN CỦ CHI - TỈNH LỘ 2,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN KHẠ (NỐI DÀI),TỈNH LỘ 2 - TỈNH LỘ 15,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN NI,TRỌN ĐƯỜNG -,990.000,495.000,396.000,317.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN NÌ,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN ON,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN TỲ (NGUYỄN VĂN TỶ),TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VĂN XƠ,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,NGUYỄN VIẾT XUÂN,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,NHỮ TIẾN HIỀN,TRỌN ĐƯỜNG -,672.000,336.000,269.000,215.000,-,Đất SX-KD,110
Huyện Củ Chi,NHUẬN ĐỨC,UBND XÃ NHUẬN ĐỨC - NGÃ TƯ BẾN MƯONG,354.000,177.000,142.000,113.000,-,Đất SX-KD,110
Huyện Củ Chi,NINH TỐN,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,ÔNG ÍCH ĐƯỜNG,TRỌN ĐƯỜNG -,714.000,357.000,286.000,228.000,-,Đất SX-KD,110
Huyện Củ Chi,PHẠM HỮU TÂM,TRỌN ĐƯỜNG -,792.000,396.000,317.000,253.000,-,Đất SX-KD,110
Huyện Củ Chi,PHẠM PHÚ TIẾT,TRỌN ĐƯỜNG -,672.000,336.000,269.000,215.000,-,Đất SX-KD,110
Huyện Hóc Môn,PHAN VĂN HỚN,QUỐC LỘ 1A - TRẦN VĂN MƯỜI,2.460.000,1.230.000,984.000,787.000,-,Đất ở,113
Huyện Hóc Môn,PHAN VĂN HỚN,TRẦN VĂN MƯỜI - NGUYỄN VĂN BỨA,1.690.000,845.000,676.000,541.000,-,Đất ở,113
Huyện Hóc Môn,QUANG TRUNG,LÝ THƯỜNG KIỆT - NGÃ 3 CHÙA (TỈNH LỘ 15),6.490.000,3.245.000,2.596.000,2.077.000,-,Đất ở,113
Huyện Hóc Môn,QUỐC LỘ 1A,CẦU VƯỢT AN SƯƠNG - CẦU BÌNH PHÚ TÂY,3.370.000,1.685.000,1.348.000,1.078.000,-,Đất ở,113
Huyện Hóc Môn,QUỐC LỘ 22 (QUỐC LỘ 1),CẦU VƯỢT AN SƯƠNG - NGÃ 4 TRUNG CHÁNH,4.000.000,2.000.000,1.600.000,1.280.000,-,Đất ở,113
